Gm#,Date,Boxscore,Tm,Location,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,PA,AB,R.1,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,ROE,IBB,BAbip,LOB,#,Player,T,GmSc,Season,IP,Pit,Str,StL,StS,Pitchers Used (Rest-GameScore-Dec)
24,2023-04-25,boxscore,HOU,@,TBR,W,5,0,,13-11,2,1.5,García,Rasmussen,,02:44:00,N,9916.0,1.0,+,,40,37,5,11,5,0,0,5,2,0,3,7,0.254,0.33,0.392,0.722,16,1,0,0,0,0,0,0.367,8,9,Drew Rasmussen,R,29,2023,9.0,132,91,20,16,"L.Garcia (5-71-W), P.Maton (1), R.Montero (2), R.Pressly (3)"
25,2023-04-26,boxscore,HOU,@,TBR,W,1,0,,14-11,2,0.5,Brown,Faucher,Pressly,02:07:00,N,14168.0,1.07,++,,34,30,1,5,0,0,0,1,0,0,4,5,0.251,0.328,0.384,0.712,5,3,0,0,0,1,0,0.2,6,9,Calvin Faucher,R,49,2023,9.0,111,76,24,16,"H.Brown (4-79-W), H.Neris (2-H), R.Pressly (0-S)"
26,2023-04-28,boxscore,HOU,,PHI,L,1,3,,14-12,2,1,Nola,Valdez,Alvarado,02:26:00,N,40719.0,1.08,-,,30,30,1,3,0,0,1,1,0,0,0,8,0.246,0.321,0.378,0.699,6,0,0,0,0,0,0,0.095,2,9,Aaron Nola,R,78,2023,9.0,130,85,15,11,"F.Valdez (5-52-L), B.Abreu (4), R.Montero (2)"
27,2023-04-29,boxscore,HOU,,PHI,L,1,6,,14-13,2,2,Wheeler,Javier,,02:51:00,D,41240.0,1.03,--,,36,33,1,6,1,0,1,1,1,0,1,11,0.244,0.318,0.375,0.694,10,0,2,0,0,0,0,0.238,8,9,Zack Wheeler,R,72,2023,9.0,168,107,29,18,"C.Javier (5-48-L), P.Maton (3), S.Martinez (4), R.Blanco (4)"
28,2023-04-30,boxscore,HOU,,PHI,W,4,3,,15-13,2,2,Urquidy,Falter,Pressly,02:46:00,N,41669.0,0.95,+,,34,31,4,9,2,0,1,3,0,0,3,7,0.245,0.32,0.378,0.697,14,1,0,0,0,0,0,0.348,6,9,Bailey Falter,L,31,2023,9.0,151,97,19,24,"J.Urquidy (5-56-W), H.Neris (3-H), R.Montero (1-H), B.Abreu (1-H), R.Pressly 
(3-S)"
29,2023-05-01,boxscore,HOU,,SFG,W,7,3,,16-13,2,1.5,Stanek,Hjelle,,02:38:00,N,30915.0,0.98,++,,38,34,7,10,1,0,0,7,1,0,3,7,0.247,0.321,0.376,0.697,11,0,1,0,0,0,1,0.37,7,9,Ross Stripling,R,54,2023,9.0,144,88,30,11,"L.Garcia (5-48), B.Bielak (99), P.Maton (1), R.Stanek (6-W), R.Montero (0), 
R.Pressly (0)"
30,2023-05-02,boxscore,HOU,,SFG,L,0,2,,16-14,2,2.5,DeSclafani,Brown,Doval,02:39:00,N,31701.0,1.02,-,,30,30,0,3,2,0,0,0,0,0,0,4,0.243,0.315,0.37,0.685,5,0,0,0,0,0,0,0.115,3,9,Anthony DeSclafani,R,79,2023,9.0,185,100,28,21,"H.Brown (5-46-L), M.Gage (99), R.Stanek (0), H.Neris (1), R.Blanco (2)"
31,2023-05-03,boxscore,HOU,,SFG,L,2,4,,16-15,3,2.5,Webb,Valdez,Doval,02:14:00,D,40405.0,0.98,--,,34,31,2,5,0,0,1,2,0,0,3,7,0.24,0.313,0.367,0.68,8,2,0,0,0,2,0,0.174,5,9,Logan Webb,R,64,2023,9.0,131,81,30,17,"F.Valdez (4-60-L), P.Maton (1), S.Martinez (3), B.Abreu (2)"
32,2023-05-05,boxscore,HOU,@,SEA,W,6,4,,17-15,3,1.5,Abreu,Brash,Pressly,02:23:00,N,32944.0,1.02,+,,36,32,6,7,2,0,2,5,0,1,3,10,0.24,0.312,0.37,0.682,15,0,0,1,0,0,0,0.25,3,9,Luis Castillo,R,55,2023,9.0,123,79,23,16,"C.Javier (5-65), B.Abreu (1-BW), R.Pressly (3-S)"
33,2023-05-06,boxscore,HOU,@,SEA,L,5,7,,17-16,3,2.5,Saucedo,Montero,,02:35:00,N,40328.0,1.06,-,,37,33,5,9,5,0,0,5,0,0,3,8,0.241,0.313,0.371,0.684,14,1,0,0,1,0,0,0.346,5,9,Marco Gonzales,L,49,2023,8.0,160,98,28,23,"J.France (99-65), P.Maton (2-H), H.Neris (3-H), R.Montero (4-BL), R.Stanek 
(3)"
34,2023-05-07,boxscore,HOU,@,SEA,L,1,3,,17-17,3,3.5,Miller,Bielak,Topa,02:42:00,D,42277.0,1.02,--,,32,31,1,6,1,0,0,1,0,1,1,10,0.239,0.31,0.367,0.677,7,1,0,0,0,0,0,0.286,4,9,Bryce Miller,R,72,2023,8.0,142,82,19,11,"B.Bielak (5-32-L), M.Gage (4), S.Martinez (3), P.Maton (0), B.Abreu (1)"
35,2023-05-08,boxscore,HOU,@,LAA,L,4,6,,17-18,3,4.5,Moore,Montero,Estévez,02:29:00,N,26064.0,1.06,---,,34,34,4,7,2,1,1,4,0,0,0,4,0.238,0.308,0.369,0.676,14,0,0,0,0,1,0,0.207,3,9,Patrick Sandoval,L,45,2023,8.0,142,93,27,5,"H.Brown (5-31), S.Martinez (0), H.Neris (1), R.Montero (1-L)"
36,2023-05-09,boxscore,HOU,@,LAA,W,3,1,,18-18,3,3.5,Valdez,Ohtani,Pressly,02:16:00,N,29018.0,0.96,+,,36,33,3,7,0,0,1,3,2,1,2,8,0.238,0.306,0.367,0.673,10,1,0,0,0,0,0,0.25,6,10,Shohei Ohtani,R,58,2023,9.0,109,84,22,19,"F.Valdez (5-84-W), R.Pressly (3-S)"
37,2023-05-10,boxscore,HOU,@,LAA,W,5,4,,19-18,3,3.5,Javier,Canning,Pressly,02:38:00,D,20420.0,1.03,++,,38,33,5,8,0,0,1,5,0,0,3,10,0.238,0.306,0.366,0.672,11,1,1,0,1,0,0,0.304,6,9,Griffin Canning,R,33,2023,9.0,143,93,17,30,"C.Javier (4-68-W), H.Neris (1-H), B.Abreu (2-H), R.Pressly (0-S)"
38,2023-05-12,boxscore,HOU,@,CHW,W,5,1,,20-18,3,3,France,Kopech,,02:39:00,N,18673.0,0.95,+++,,44,34,5,8,3,0,1,5,3,0,8,6,0.238,0.309,0.367,0.676,14,0,1,0,1,0,0,0.25,12,9,Michael Kopech,R,53,2023,9.0,121,84,22,13,"J.France (5-66-W), H.Neris (1-H), B.Abreu (1-H), R.Pressly (1)"
39,2023-05-13,boxscore,HOU,@,CHW,L,1,3,,20-19,3,4,Kelly,Montero,Graveman,02:37:00,N,23242.0,0.99,-,,36,34,1,8,0,0,0,1,0,1,2,9,0.238,0.308,0.364,0.672,8,0,0,0,0,0,0,0.32,8,10,Dylan Cease,R,67,2023,8.0,130,82,20,11,"B.Bielak (5-51), P.Maton (5), R.Stanek (6), R.Montero (4-L)"
40,2023-05-14,boxscore,HOU,@,CHW,W,4,3,,21-19,2,4,Brown,Giolito,Pressly,02:33:00,D,18347.0,0.93,+,,35,34,4,9,2,0,1,4,0,0,0,8,0.238,0.307,0.365,0.672,14,1,0,0,1,0,0,0.308,4,10,Lucas Giolito,R,48,2023,9.0,147,94,20,31,"H.Brown (5-50-W), S.Martinez (5-H), H.Neris (1-H), B.Abreu (1-H), R.Pressly 
(1-S)"
41,2023-05-15,boxscore,HOU,,CHC,W,6,4,,22-19,2,3,Montero,Fulmer,Neris,02:35:00,N,35413.0,0.97,++,,36,32,6,11,2,0,1,6,0,0,3,6,0.241,0.31,0.368,0.678,16,2,1,0,0,0,0,0.4,6,9,Jameson Taillon,R,34,2023,9.0,156,92,26,24,"F.Valdez (5-38), P.Maton (1), S.Martinez (0), R.Montero (1-W), R.Stanek 
(1-H), H.Neris (0-S)"
42,2023-05-16,boxscore,HOU,,CHC,W,7,3,,23-19,2,3,Javier,Steele,,02:19:00,N,34280.0,1.05,+++,,36,32,7,9,6,0,0,6,0,0,2,10,0.242,0.31,0.37,0.68,15,0,1,0,1,0,0,0.391,5,10,Justin Steele,L,49,2023,9.0,145,87,25,18,"C.Javier (5-67-W), P.Maton (0), M.Gage (8)"
43,2023-05-17,boxscore,HOU,,CHC,W-wo,7,6,,24-19,2,2,Abreu,Hughes,,02:50:00,N,35749.0,1.06,++++,,40,38,7,13,3,1,2,7,0,0,2,12,0.244,0.312,0.377,0.689,24,0,0,0,0,1,1,0.458,8,10,Drew Smyly,L,68,2023,9.0,174,104,36,21,"J.France (4-19), S.Martinez (1), R.Stanek (1), R.Montero (1), H.Neris (1), 
B.Abreu (2-W)"
44,2023-05-19,boxscore,HOU,,OAK,W,5,1,,25-19,2,2,Bielak,Waldichuk,,02:48:00,N,34931.0,1.16,+++++,,39,32,5,10,3,0,1,4,0,1,7,5,0.246,0.315,0.38,0.694,16,1,0,0,0,0,0,0.346,10,9,Ken Waldichuk,L,41,2023,9.0,144,89,19,24,"B.Bielak (5-59-W), P.Maton (2-H), R.Montero (1-H), B.Abreu (1-H), R.Pressly 
(4)"
45,2023-05-20,boxscore,HOU,,OAK,W,3,2,,26-19,2,2,Neris,Lovelady,Pressly,02:35:00,D,35475.0,1.09,++++++,,33,30,3,7,2,0,1,3,1,0,2,8,0.246,0.314,0.38,0.694,12,0,0,0,1,0,0,0.273,6,9,JP Sears,L,60,2023,9.0,139,90,21,22,"H.Brown (5-65), R.Stanek (2), H.Neris (2-W), R.Pressly (0-S)"
46,2023-05-21,boxscore,HOU,,OAK,W,2,0,,27-19,2,2,Valdez,Kaprielian,,02:26:00,D,39820.0,1.17,+++++++,,34,26,2,5,2,0,0,1,1,0,8,7,0.245,0.315,0.378,0.694,7,2,0,0,0,0,0,0.263,8,9,James Kaprielian,R,58,2023,9.0,104,64,23,7,F.Valdez (5-86-W)
47,2023-05-22,boxscore,HOU,@,MIL,W,12,2,,28-19,2,1,Javier,Burnes,,02:41:00,N,22583.0,1.18,++++++++,,48,41,12,15,1,1,5,12,0,0,5,7,0.248,0.319,0.389,0.709,33,1,2,0,0,0,0,0.345,9,12,Corbin Burnes,R,36,2023,9.0,152,90,23,18,"C.Javier (5-64-W), S.Martinez (4), P.Mushinski (99), R.Stanek (1)"
48,2023-05-23,boxscore,HOU,@,MIL,L,0,6,,28-20,2,2,Rea,France,,02:36:00,N,23062.0,1.23,-,,35,31,0,5,1,0,0,0,0,0,3,9,0.246,0.318,0.386,0.704,6,1,1,0,0,0,0,0.227,8,10,Colin Rea,R,62,2023,8.0,148,93,28,23,"J.France (5-60-L), P.Maton (3), R.Montero (3)"
49,2023-05-24,boxscore,HOU,@,MIL,L,0,4,,28-21,2,3,Houser,Bielak,,02:09:00,D,28262.0,1.16,--,,33,32,0,4,1,0,0,0,0,0,1,6,0.244,0.315,0.381,0.696,5,0,0,0,0,1,0,0.154,6,9,Adrian Houser,R,66,2023,8.0,111,72,17,11,"B.Bielak (4-50-L), B.Abreu (4)"
50,2023-05-26,boxscore,HOU,@,OAK,W,5,2,,29-21,2,3,Brown,Kaprielian,Pressly,02:23:00,N,13345.0,1.15,+,,37,34,5,9,1,0,0,4,1,0,2,8,0.244,0.315,0.379,0.694,10,2,0,0,0,0,0,0.346,5,9,James Kaprielian,R,35,2023,9.0,118,83,26,22,"H.Brown (5-70-W), H.Neris (5-H), R.Pressly (5-S)"
51,2023-05-27,boxscore,HOU,@,OAK,W,6,3,,30-21,2,3,Valdez,Pruitt,Pressly,02:41:00,D,9293.0,1.2,++,,37,33,6,8,3,0,1,6,0,0,3,8,0.244,0.314,0.38,0.695,14,2,0,0,1,1,1,0.28,4,9,Austin Pruitt,R,40,2023,9.0,144,84,20,16,"F.Valdez (5-62-W), P.Maton (3-H), B.Abreu (2), H.Neris (0-H), R.Pressly 
(0-S)"
52,2023-05-28,boxscore,HOU,@,OAK,W,10,1,,31-21,2,2,Javier,Medina,,02:37:00,D,8809.0,1.16,+++,,42,38,10,13,1,0,7,10,0,0,3,8,0.246,0.316,0.392,0.708,35,2,1,0,0,0,0,0.261,5,9,Ken Waldichuk,L,49,2023,9.0,150,84,23,16,"C.Javier (5-55-W), P.Mushinski (5-H), P.Maton (0), R.Stanek (5), R.Montero 
(4)"
53,2023-05-29,boxscore,HOU,,MIN,L,5,7,10.0,31-22,2,3,Durán,Abreu,,02:56:00,D,40744.0,1.32,-,,39,35,5,8,2,0,1,4,0,0,3,8,0.246,0.316,0.392,0.708,13,3,1,0,0,0,0,0.269,5,10,Sonny Gray,R,50,2023,10.0,170,107,31,26,"J.France (5-47), S.Martinez (6), H.Neris (1-H), R.Pressly (1-BS), B.Abreu 
(1-L)"
54,2023-05-30,boxscore,HOU,,MIN,W,5,1,,32-22,2,3,Bielak,Ryan,,02:30:00,N,34604.0,1.25,+,,33,27,5,5,1,0,2,5,0,0,5,10,0.245,0.316,0.392,0.708,12,1,0,0,1,0,0,0.188,4,9,Joe Ryan,R,37,2023,9.0,153,87,26,19,"B.Bielak (5-60-W), P.Maton (1-H), R.Stanek (1), R.Montero (1)"
55,2023-05-31,boxscore,HOU,,MIN,L,2,8,,32-23,2,3,Varland,Brown,,02:50:00,N,37127.0,1.28,-,,36,32,2,6,0,0,2,2,0,0,2,9,0.244,0.315,0.392,0.707,12,1,2,0,0,0,0,0.19,7,11,Louis Varland,R,73,2023,9.0,193,125,28,26,"H.Brown (4-38-L), P.Mushinski (2), S.Martinez (1), R.Stanek (0)"
56,2023-06-01,boxscore,HOU,,LAA,W,5,2,,33-23,2,2.5,Blanco,Detmers,Pressly,02:36:00,N,34037.0,1.36,+,,35,32,5,9,4,0,0,5,1,0,2,6,0.245,0.315,0.392,0.708,13,0,0,0,1,0,0,0.333,6,9,Reid Detmers,L,39,2023,9.0,155,99,22,20,"R.Blanco (29-48-W), H.Neris (2-H), B.Abreu (2-H), R.Montero (1-H), R.Pressly 
(2-S)"
57,2023-06-02,boxscore,HOU,,LAA,W,6,2,,34-23,2,2.5,Valdez,Ohtani,,02:36:00,N,38692.0,1.35,++,,37,34,6,10,1,0,2,6,0,0,3,8,0.246,0.316,0.394,0.71,17,0,0,0,0,1,0,0.333,7,9,Shohei Ohtani,R,43,2023,9.0,138,85,22,17,"F.Valdez (5-73-W), P.Maton (2), B.Abreu (0)"
58,2023-06-03,boxscore,HOU,,LAA,W,9,6,,35-23,2,2.5,Javier,Sandoval,,03:12:00,D,39222.0,1.36,+++,,42,33,9,11,3,0,2,9,0,0,8,6,0.247,0.319,0.398,0.716,20,2,0,0,1,0,0,0.346,9,9,Patrick Sandoval,L,25,2023,9.0,183,117,29,20,"C.Javier (5-61-W), R.Stanek (2), H.Neris (1-H), R.Montero (1), R.Pressly (1)"
59,2023-06-04,boxscore,HOU,,LAA,L,1,2,,35-24,2,3.5,Devenski,Maton,Estévez,02:20:00,D,40831.0,1.37,-,,34,31,1,5,1,0,1,1,0,0,2,6,0.246,0.317,0.396,0.713,9,1,1,0,0,0,0,0.167,6,9,Griffin Canning,R,63,2023,9.0,121,73,20,13,"J.France (5-69), P.Maton (1-L), B.Abreu (1)"
60,2023-06-05,boxscore,HOU,@,TOR,W,11,4,,36-24,2,3.5,Bielak,Manoah,,03:01:00,N,23982.0,1.33,+,,48,46,11,19,2,0,4,10,0,0,1,10,0.25,0.32,0.404,0.723,33,0,1,0,0,0,0,0.469,10,10,Alek Manoah,R,12,2023,9.0,147,92,24,7,"B.Bielak (5-43-W), S.Martinez (4), R.Stanek (1)"
61,2023-06-06,boxscore,HOU,@,TOR,L,1,5,,36-25,2,4.5,Gausman,Brown,,02:23:00,N,30079.0,1.33,-,,31,30,1,4,0,0,1,1,2,0,1,16,0.248,0.318,0.401,0.719,7,1,0,0,0,0,0,0.231,3,9,Kevin Gausman,R,78,2023,8.0,131,78,17,8,"H.Brown (5-56-L), P.Maton (1), R.Montero (2)"
62,2023-06-07,boxscore,HOU,@,TOR,L,2,3,,36-26,2,4.5,Bassitt,Neris,Romano,02:03:00,N,26724.0,1.26,--,,31,31,2,5,1,0,1,2,0,0,0,6,0.247,0.316,0.399,0.715,9,0,0,0,0,0,0,0.167,2,9,Chris Bassitt,R,71,2023,8.0,127,75,14,20,"R.Blanco (5-59), H.Neris (3-L), B.Abreu (2)"
63,2023-06-08,boxscore,HOU,@,TOR,L,2,3,,36-27,2,5,Berríos,Valdez,Romano,02:34:00,N,28284.0,1.29,---,,33,31,2,6,0,0,1,1,0,1,2,5,0.246,0.315,0.398,0.712,9,2,0,0,0,1,0,0.2,4,10,José Berríos,R,56,2023,8.0,154,86,28,14,"F.Valdez (5-48-L), P.Maton (1), B.Abreu (0), R.Montero (1)"
64,2023-06-09,boxscore,HOU,@,CLE,L-wo,9,10,14.0,36-28,2,5,Curry,Martinez,,04:03:00,N,31787.0,1.21,----,,60,52,9,15,6,0,1,9,3,1,5,12,0.247,0.315,0.399,0.715,24,1,0,2,1,0,0,0.35,14,12,Logan Allen,L,36,2023,13.1,213,139,29,20,"C.Javier (5-36), R.Stanek (3-H), R.Montero (0-BS), H.Neris (1-H), R.Pressly 
(5-BS), P.Maton (0), S.Martinez (3-L)"
65,2023-06-10,boxscore,HOU,@,CLE,W,6,4,,37-28,2,5,France,McKenzie,Pressly,02:52:00,N,35087.0,1.19,+,,43,37,6,10,2,0,1,6,6,0,5,8,0.247,0.316,0.399,0.716,15,0,1,0,0,0,0,0.321,10,9,Triston McKenzie,R,35,2023,9.0,150,86,27,16,"J.France (5-48-W), B.Abreu (1-H), R.Pressly (0-S)"
66,2023-06-11,boxscore,HOU,@,CLE,L,0,5,,37-29,2,5,Bieber,Bielak,,02:19:00,D,26318.0,1.22,-,,33,32,0,4,1,0,0,0,0,1,1,13,0.245,0.314,0.396,0.71,5,0,0,0,0,2,0,0.211,6,9,Shane Bieber,R,79,2023,8.0,131,77,21,9,"B.Bielak (5-31-L), M.Gage (25), R.Montero (1)"
67,2023-06-13,boxscore,HOU,,WSN,W,6,1,,38-29,2,3.5,Brown,Corbin,,02:30:00,N,39546.0,1.21,+,,39,32,6,9,1,0,4,6,1,1,7,8,0.246,0.316,0.4,0.716,22,0,0,0,0,0,0,0.25,9,9,Patrick Corbin,L,51,2023,9.0,124,88,19,11,"H.Brown (6-70-W), B.Abreu (2), P.Maton (3)"
68,2023-06-14,boxscore,HOU,,WSN,W-wo,5,4,,39-29,2,3.5,Pressly,Harvey,,02:24:00,N,39796.0,1.25,++,,35,33,5,8,2,0,2,4,2,0,1,7,0.246,0.315,0.401,0.716,16,1,1,0,0,0,0,0.25,4,9,Josiah Gray,R,54,2023,9.0,123,83,17,14,"F.Valdez (5-69), H.Neris (4-H), R.Pressly (3-BW)"
69,2023-06-15,boxscore,HOU,,WSN,L,1,4,10.0,39-30,2,3.5,Harvey,Maton,Edwards,03:12:00,N,38303.0,1.24,-,,38,35,1,7,1,0,0,1,1,0,3,10,0.245,0.314,0.399,0.713,8,1,0,0,0,0,0,0.28,8,11,MacKenzie Gore,L,62,2023,10.0,168,110,13,19,"C.Javier (5-64), B.Abreu (1), H.Neris (0), R.Pressly (0), P.Maton (1-L), 
M.Gage (3)"
70,2023-06-16,boxscore,HOU,,CIN,L,1,2,,39-31,2,3.5,Abbott,France,Díaz,02:21:00,N,38621.0,1.27,--,,36,33,1,6,2,0,0,1,2,0,3,4,0.244,0.314,0.397,0.71,8,0,0,0,0,0,0,0.207,8,10,Andrew Abbott,L,64,2023,9.0,123,77,22,11,"J.France (5-60-L), S.Martinez (6), R.Montero (4)"
71,2023-06-17,boxscore,HOU,,CIN,L,3,10,,39-32,2,4.5,Greene,Bielak,,02:52:00,D,40136.0,1.2,---,,36,31,3,7,2,0,2,3,3,1,4,4,0.244,0.313,0.398,0.711,15,1,0,0,1,0,0,0.192,6,9,Hunter Greene,R,53,2023,9.0,194,113,27,24,"B.Bielak (5-36-L), P.Maton (1), R.Stanek (7), H.Neris (1), R.Montero (0)"
72,2023-06-18,boxscore,HOU,,CIN,L,7,9,10.0,39-33,3,5.5,Gibaut,Martinez,Young,03:12:00,D,40573.0,1.16,----,,48,43,7,13,4,1,1,6,1,0,5,5,0.245,0.314,0.4,0.714,22,1,0,0,0,1,1,0.324,12,14,Luke Weaver,R,26,2023,10.0,175,108,30,21,"R.Blanco (10-38), P.Maton (0), B.Abreu (2), R.Pressly (2), S.Martinez (1-L)"
73,2023-06-19,boxscore,HOU,,NYM,L,1,11,,39-34,3,6.5,Scherzer,Brown,,02:38:00,N,33185.0,1.08,-----,,32,30,1,5,0,0,1,1,0,0,2,8,0.244,0.313,0.398,0.711,8,2,0,0,0,0,0,0.19,4,12,Max Scherzer,R,77,2023,9.0,164,107,24,14,"H.Brown (5-36-L), R.Stanek (1), S.Dubin (99)"
74,2023-06-20,boxscore,HOU,,NYM,W,4,2,,40-34,3,5.5,Valdez,Verlander,Pressly,02:11:00,N,34606.0,1.05,+,,35,32,4,9,1,0,1,4,0,0,2,6,0.245,0.313,0.398,0.712,13,0,0,0,1,0,0,0.308,7,9,Justin Verlander,R,50,2023,9.0,112,71,19,21,"F.Valdez (5-74-W), R.Pressly (1-S)"
75,2023-06-21,boxscore,HOU,,NYM,W,10,8,,41-34,2,5.5,Maton,Leone,Pressly,03:32:00,D,38279.0,1.11,++,,41,31,10,9,2,0,2,9,4,0,8,7,0.245,0.315,0.4,0.715,17,2,0,1,0,0,0,0.318,7,9,Tylor Megill,R,29,2023,9.0,210,125,34,27,"C.Javier (5-29), S.Martinez (2), P.Maton (2-BW), R.Montero (3-H), H.Neris 
(3-H), B.Abreu (2-H), R.Pressly (0-S)"
76,2023-06-23,boxscore,HOU,@,LAD,L,2,3,,41-35,2,6.5,Sheehan,France,Graterol,02:08:00,N,49795.0,1.14,-,,31,28,2,3,0,0,2,2,0,0,3,5,0.244,0.314,0.399,0.713,9,2,0,0,0,0,0,0.048,2,9,Emmet Sheehan,R,60,2023,8.0,129,80,16,15,"J.France (6-46-L), R.Stanek (3), H.Neris (1)"
77,2023-06-24,boxscore,HOU,@,LAD,L,7,8,,41-36,3,6.5,Bickford,Abreu,Phillips,02:51:00,D,49218.0,1.09,--,,41,35,7,13,4,0,1,7,1,0,5,9,0.245,0.316,0.401,0.717,20,3,0,0,1,0,1,0.462,7,9,Bobby Miller,R,18,2023,8.0,162,98,16,19,"R.Blanco (5-60), P.Maton (2), H.Neris (0-H), B.Abreu (2-BL), R.Stanek (0)"
78,2023-06-25,boxscore,HOU,@,LAD,W,6,5,11.0,42-36,2,5.5,Pressly,Almonte,Martinez,03:04:00,D,47273.0,1.08,+,,42,40,6,10,1,0,2,6,3,1,2,7,0.245,0.315,0.402,0.717,17,1,0,0,0,0,0,0.258,5,9,Tony Gonsolin,R,43,2023,11.0,179,117,30,18,"H.Brown (5-67), P.Maton (0-H), R.Montero (3-BS), H.Neris (0), R.Pressly 
(3-W), S.Martinez (3-S)"
79,2023-06-27,boxscore,HOU,@,STL,L,2,4,,42-37,3,6,Montgomery,Valdez,Hicks,02:26:00,N,41512.0,1.15,-,,34,33,2,7,1,0,1,2,0,0,1,7,0.245,0.314,0.401,0.715,11,2,0,0,0,1,0,0.24,5,12,Jordan Montgomery,L,61,2023,8.0,123,80,20,20,"F.Valdez (6-43-L), R.Stanek (2), P.Maton (1)"
80,2023-06-28,boxscore,HOU,@,STL,W,10,7,,43-37,2,6,Martinez,Gallegos,Pressly,03:10:00,N,41452.0,1.08,+,,47,36,10,11,5,0,2,10,0,0,8,8,0.246,0.316,0.404,0.72,22,0,1,1,1,0,0,0.333,10,10,Miles Mikolas,R,36,2023,9.0,166,104,22,24,"C.Javier (6-22), S.Dubin (8), S.Martinez (2-W), B.Abreu (3-H), R.Pressly 
(2-S)"
81,2023-06-29,boxscore,HOU,@,STL,W,14,0,,44-37,2,5,France,Wainwright,,02:48:00,N,42504.0,1.13,++,,52,44,14,18,4,0,2,14,0,0,8,8,0.248,0.319,0.408,0.727,28,0,0,0,0,0,0,0.471,11,12,Adam Wainwright,R,17,2023,9.0,113,74,20,8,"J.France (5-69-W), R.Montero (3)"
82,2023-06-30,boxscore,HOU,@,TEX,W,5,3,,45-37,2,4,Blanco,Gray,Pressly,02:26:00,N,39174.0,1.63,+++,,37,33,5,8,1,0,1,5,1,0,2,4,0.248,0.319,0.407,0.726,12,0,0,1,1,0,0,0.241,5,9,Jon Gray,R,40,2023,9.0,144,96,17,23,"R.Blanco (5-45-W), P.Maton (2-H), H.Neris (4-H), B.Abreu (1-H), R.Pressly 
(1-S)"
83,2023-07-01,boxscore,HOU,@,TEX,L,2,5,,45-38,2,5,Eovaldi,Brown,,02:41:00,D,40380.0,1.76,-,,31,27,2,4,1,0,1,2,0,1,4,6,0.247,0.318,0.406,0.724,8,3,0,0,0,0,0,0.15,2,9,Nathan Eovaldi,R,74,2023,8.0,182,115,17,23,"H.Brown (5-36-L), S.Martinez (2), R.Stanek (3), R.Montero (1)"
84,2023-07-02,boxscore,HOU,@,TEX,W,5,3,,46-38,2,4,Neris,Sborz,Pressly,02:41:00,D,39580.0,1.66,+,,40,37,5,10,2,1,1,5,0,0,3,12,0.248,0.318,0.407,0.725,17,0,0,0,0,0,0,0.375,8,9,Andrew Heaney,L,68,2023,9.0,142,93,22,21,"S.Dubin (3-53), P.Mushinski (31), P.Maton (1), H.Neris (1-W), B.Abreu 
(1-H), R.Pressly (1-S)"
85,2023-07-03,boxscore,HOU,@,TEX,W,12,11,,47-38,2,3,Abreu,Smith,Pressly,03:04:00,D,38936.0,1.79,++,,44,40,12,13,3,0,4,12,1,0,3,7,0.249,0.319,0.411,0.73,28,0,1,0,0,0,0,0.31,5,9,Martín Pérez,L,16,2023,9.0,158,104,18,18,"C.Javier (4-17), P.Maton (0), R.Stanek (1-H), H.Neris (0-BS), B.Abreu 
(0-W), R.Pressly (0-S)"
86,2023-07-04,boxscore,HOU,,COL,W,4,1,,48-38,2,3,Bielak,Freeland,,02:26:00,D,39533.0,1.44,+++,,41,37,4,13,1,1,1,4,2,0,4,5,0.25,0.32,0.412,0.732,19,0,0,0,0,0,0,0.387,13,9,Kyle Freeland,L,40,2023,9.0,123,75,13,14,"B.Bielak (16-73-W), S.Martinez (2), R.Stanek (0)"
87,2023-07-05,boxscore,HOU,,COL,W,6,4,,49-38,2,2,France,Anderson,Pressly,02:28:00,D,36535.0,1.43,++++,,34,31,6,10,0,0,3,6,0,1,3,6,0.251,0.321,0.414,0.735,19,2,0,0,0,0,0,0.318,4,9,Chase Anderson,R,30,2023,9.0,148,101,25,16,"J.France (5-51-W), H.Neris (1-H), B.Abreu (1-H), R.Pressly (1-S)"
88,2023-07-06,boxscore,HOU,,SEA,L,1,5,,49-39,2,2,Kirby,Blanco,,02:30:00,N,40562.0,1.62,-,,34,33,1,7,1,0,0,1,1,0,1,5,0.25,0.32,0.412,0.732,8,1,0,0,0,0,0,0.25,6,11,George Kirby,R,60,2023,9.0,155,95,17,22,"R.Blanco (5-61-L), S.Martinez (1), R.Montero (4)"
89,2023-07-07,boxscore,HOU,,SEA,L,1,10,,49-40,2,3,Castillo,Brown,,02:39:00,N,34737.0,1.66,--,,33,33,1,5,1,0,0,1,0,0,0,4,0.249,0.318,0.41,0.728,6,0,0,0,0,1,0,0.172,5,14,Luis Castillo,R,68,2023,9.0,193,110,22,27,"H.Brown (5-28-L), P.Maton (3), R.Stanek (2), S.Martinez (0), H.Neris (1), 
B.Madris (99)"
